,schoolcode,year,subject,totalenroll,pass,maleenroll,femaleenroll,whiteenroll,hispanicenroll,blackenroll,asianenroll,lowincomeenroll,dropout,virtual_per,hybrid_per,schoolmode
87,90501040002,2019,Regents Common Core English Language Art,104.0,94,54.807692307692314,45.19230769230769,96.15384615384616,0.0,1.9230769230769231,1.9230769230769231,33.65384615384615,10.0,0.0,0.0,0.0
88,90601020002,2019,Regents Common Core English Language Art,36.0,97,58.333333333333336,41.66666666666667,100.0,0.0,0.0,0.0,22.22222222222222,13.0,0.0,0.0,0.0
89,90901040002,2019,Regents Common Core English Language Art,64.0,100,46.875,53.125,100.0,0.0,0.0,0.0,45.3125,10.0,0.0,0.0,0.0
90,91101060005,2019,Regents Common Core English Language Art,161.0,88,45.962732919254655,54.037267080745345,93.16770186335404,0.0,2.484472049689441,3.1055900621118013,41.61490683229814,5.0,0.0,0.0,0.0
91,91200010006,2019,Regents Common Core English Language Art,143.0,88,53.84615384615385,46.15384615384615,86.01398601398601,1.3986013986013985,9.090909090909092,3.4965034965034967,44.75524475524475,11.0,0.0,0.0,0.0
92,91402060005,2019,Regents Common Core English Language Art,103.0,93,52.42718446601942,47.57281553398058,95.14563106796116,0.9708737864077669,1.9417475728155338,0.9708737864077669,36.89320388349515,8.0,0.0,0.0,0.0
93,100501040003,2019,Regents Common Core English Language Art,95.0,83,47.368421052631575,52.63157894736842,85.26315789473684,11.578947368421053,1.0526315789473684,0.0,54.736842105263165,8.0,0.0,0.0,0.0
94,100902040004,2019,Regents Common Core English Language Art,43.0,86,51.162790697674424,48.837209302325576,81.3953488372093,6.976744186046512,0.0,2.3255813953488373,48.837209302325576,11.0,0.0,0.0,0.0
95,101001040002,2019,Regents Common Core English Language Art,70.0,93,51.42857142857142,48.57142857142857,85.71428571428571,7.142857142857142,1.4285714285714286,1.4285714285714286,28.57142857142857,6.0,0.0,0.0,0.0
96,101300010001,2019,Regents Common Core English Language Art,128.0,85,35.9375,64.0625,35.15625,11.71875,28.90625,23.4375,71.09375,4.0,0.0,0.0,0.0
97,101401040005,2019,Regents Common Core English Language Art,137.0,94,53.284671532846716,46.715328467153284,88.32116788321169,5.839416058394161,4.37956204379562,1.4598540145985401,22.62773722627737,4.0,0.0,0.0,0.0
98,101601040003,2019,Regents Common Core English Language Art,42.0,86,33.33333333333333,66.66666666666666,95.23809523809523,0.0,0.0,0.0,42.857142857142854,4.0,0.0,0.0,0.0
99,110101040002,2019,Regents Common Core English Language Art,33.0,85,54.54545454545454,45.45454545454545,100.0,0.0,0.0,0.0,45.45454545454545,0.0,0.0,0.0,0.0
100,110200010011,2019,Regents Common Core English Language Art,193.0,83,47.66839378238342,52.331606217616574,88.60103626943005,3.6269430051813467,4.145077720207254,1.0362694300518136,51.813471502590666,11.0,0.0,0.0,0.0
101,110304040002,2019,Regents Common Core English Language Art,38.0,79,52.63157894736842,47.368421052631575,97.36842105263158,0.0,0.0,2.631578947368421,52.63157894736842,5.0,0.0,0.0,0.0
102,110701060001,2019,Regents Common Core English Language Art,161.0,89,48.4472049689441,51.5527950310559,93.16770186335404,0.6211180124223602,0.6211180124223602,0.6211180124223602,41.61490683229814,4.0,0.0,0.0,0.0
103,110901040001,2019,Regents Common Core English Language Art,63.0,90,42.857142857142854,57.14285714285714,95.23809523809523,3.1746031746031744,0.0,1.5873015873015872,57.14285714285714,4.0,0.0,0.0,0.0
104,120301040001,2019,Regents Common Core English Language Art,14.0,100,42.857142857142854,57.14285714285714,92.85714285714286,7.142857142857142,0.0,0.0,50.0,5.0,0.0,0.0,0.0
105,120102040001,2019,Regents Common Core English Language Art,10.0,80,60.0,40.0,90.0,0.0,0.0,0.0,60.0,17.0,0.0,0.0,0.0
106,120401040001,2019,Regents Common Core English Language Art,30.0,83,40.0,60.0,96.66666666666667,3.3333333333333335,0.0,0.0,40.0,0.0,0.0,0.0,0.0
107,120501040002,2019,Regents Common Core English Language Art,52.0,98,42.30769230769231,57.692307692307686,96.15384615384616,0.0,0.0,3.8461538461538463,32.69230769230769,12.0,0.0,0.0,0.0
108,120701040001,2019,Regents Common Core English Language Art,19.0,95,42.10526315789473,57.89473684210527,94.73684210526315,0.0,0.0,5.263157894736842,57.89473684210527,0.0,0.0,0.0,0.0
109,120906040002,2019,Regents Common Core English Language Art,34.0,79,58.82352941176471,41.17647058823529,97.05882352941177,2.941176470588235,0.0,0.0,44.11764705882353,4.0,0.0,0.0,0.0
110,121401040001,2019,Regents Common Core English Language Art,18.0,94,61.111111111111114,38.88888888888889,94.44444444444444,0.0,5.555555555555555,0.0,55.55555555555556,0.0,0.0,0.0,0.0
111,121502040001,2019,Regents Common Core English Language Art,12.0,100,50.0,50.0,100.0,0.0,0.0,0.0,41.66666666666667,0.0,0.0,0.0,0.0
112,121601060006,2019,Regents Common Core English Language Art,85.0,85,51.76470588235295,48.23529411764706,87.05882352941177,5.88235294117647,1.1764705882352942,3.5294117647058822,43.529411764705884,1.0,0.0,0.0,0.0
113,121701040001,2019,Regents Common Core English Language Art,19.0,89,31.57894736842105,68.42105263157895,94.73684210526315,0.0,0.0,5.263157894736842,63.1578947368421,5.0,0.0,0.0,0.0
114,121702040001,2019,Regents Common Core English Language Art,37.0,97,48.64864864864865,51.35135135135135,86.48648648648648,2.7027027027027026,5.405405405405405,2.7027027027027026,45.94594594594595,3.0,0.0,0.0,0.0
115,121901040002,2019,Regents Common Core English Language Art,72.0,83,45.83333333333333,54.166666666666664,94.44444444444444,5.555555555555555,0.0,0.0,40.27777777777778,7.0,0.0,0.0,0.0
116,130200010005,2019,Regents Common Core English Language Art,258.0,84,45.73643410852713,54.263565891472865,39.922480620155035,30.23255813953488,24.031007751937985,1.1627906976744187,45.73643410852713,6.0,0.0,0.0,0.0
117,130502020003,2019,Regents Common Core English Language Art,117.0,84,62.39316239316239,37.60683760683761,68.37606837606837,23.076923076923077,5.128205128205128,3.418803418803419,52.991452991452995,10.0,0.0,0.0,0.0
118,130801060007,2019,Regents Common Core English Language Art,285.0,87,47.01754385964912,52.98245614035088,61.75438596491228,14.385964912280702,17.543859649122805,2.456140350877193,49.122807017543856,8.0,0.0,0.0,0.0
119,131101040004,2019,Regents Common Core English Language Art,57.0,77,47.368421052631575,52.63157894736842,75.43859649122807,21.052631578947366,1.7543859649122806,1.7543859649122806,52.63157894736842,6.0,0.0,0.0,0.0
120,131201040002,2019,Regents Common Core English Language Art,96.0,99,55.208333333333336,44.79166666666667,82.29166666666666,9.375,1.0416666666666665,3.125,19.791666666666664,4.0,0.0,0.0,0.0
121,131301040002,2019,Regents Common Core English Language Art,81.0,95,49.382716049382715,50.617283950617285,82.71604938271605,11.11111111111111,2.4691358024691357,1.2345679012345678,28.39506172839506,9.0,0.0,0.0,0.0
122,131500010010,2019,Regents Common Core English Language Art,350.0,68,53.42857142857142,46.57142857142857,7.428571428571429,32.857142857142854,56.85714285714286,1.1428571428571428,71.14285714285714,24.0,0.0,0.0,0.0
123,131601060008,2019,Regents Common Core English Language Art,770.0,93,51.16883116883116,48.83116883116883,71.42857142857143,14.285714285714285,8.051948051948052,4.415584415584416,22.857142857142858,4.0,0.0,0.0,0.0
124,131602020005,2019,Regents Common Core English Language Art,104.0,98,50.0,50.0,58.65384615384615,12.5,10.576923076923077,17.307692307692307,29.807692307692307,2.0,0.0,0.0,0.0
125,131701060002,2019,Regents Common Core English Language Art,163.0,93,56.44171779141104,43.558282208588956,82.82208588957054,11.042944785276074,2.4539877300613497,2.4539877300613497,33.74233128834356,1.0,0.0,0.0,0.0
126,131801040001,2019,Regents Common Core English Language Art,70.0,89,64.28571428571429,35.714285714285715,88.57142857142857,7.142857142857142,2.857142857142857,1.4285714285714286,22.857142857142858,1.0,0.0,0.0,0.0
127,132101060011,2019,Regents Common Core English Language Art,468.0,93,52.13675213675214,47.863247863247864,64.1025641025641,20.726495726495727,8.76068376068376,5.555555555555555,30.982905982905983,6.0,0.0,0.0,0.0
128,132101060015,2019,Regents Common Core English Language Art,542.0,93,50.7380073800738,49.2619926199262,76.93726937269373,12.177121771217712,5.719557195571956,4.612546125461255,19.74169741697417,3.0,0.0,0.0,0.0
129,132101060016,2019,Regents Common Core English Language Art,27.0,70,33.33333333333333,66.66666666666666,66.66666666666666,22.22222222222222,11.11111111111111,0.0,55.55555555555556,4.0,0.0,0.0,0.0
130,132201040005,2019,Regents Common Core English Language Art,72.0,96,40.27777777777778,59.72222222222222,83.33333333333334,9.722222222222223,2.7777777777777777,2.7777777777777777,27.77777777777778,0.0,0.0,0.0,0.0
131,140101060006,2019,Regents Common Core English Language Art,135.0,97,42.22222222222222,57.77777777777777,95.55555555555556,0.7407407407407408,1.4814814814814816,1.4814814814814816,31.851851851851855,5.0,0.0,0.0,0.0
132,140201060002,2019,Regents Common Core English Language Art,220.0,96,55.90909090909091,44.09090909090909,69.54545454545455,4.545454545454546,15.909090909090908,6.8181818181818175,37.72727272727273,2.0,0.0,0.0,0.0
133,140203060010,2019,Regents Common Core English Language Art,336.0,95,51.19047619047619,48.80952380952381,77.97619047619048,2.083333333333333,5.059523809523809,11.30952380952381,19.047619047619047,3.0,0.0,0.0,0.0
134,140203060004,2019,Regents Common Core English Language Art,236.0,94,48.728813559322035,51.271186440677965,77.96610169491525,5.932203389830509,6.779661016949152,6.779661016949152,17.372881355932204,2.0,0.0,0.0,0.0
135,140203060013,2019,Regents Common Core English Language Art,263.0,95,46.7680608365019,53.2319391634981,72.24334600760456,2.6615969581749046,2.6615969581749046,17.490494296577946,16.34980988593156,2.0,0.0,0.0,0.0
136,140207060006,2019,Regents Common Core English Language Art,288.0,90,53.81944444444444,46.18055555555556,62.84722222222222,6.944444444444445,21.180555555555554,5.208333333333334,51.736111111111114,1.0,0.0,0.0,0.0
137,140301030005,2019,Regents Common Core English Language Art,160.0,99,57.49999999999999,42.5,95.0,2.5,0.625,0.625,14.374999999999998,1.0,0.0,0.0,0.0
138,140600010056,2019,Regents Common Core English Language Art,106.0,96,45.28301886792453,54.71698113207547,38.67924528301887,8.49056603773585,30.18867924528302,17.92452830188679,43.39622641509434,0.0,0.0,0.0,0.0
139,140600010097,2019,Regents Common Core English Language Art,113.0,75,38.05309734513274,61.94690265486725,16.8141592920354,14.15929203539823,62.83185840707964,2.6548672566371683,71.68141592920354,7.0,0.0,0.0,0.0
140,140600010098,2019,Regents Common Core English Language Art,307.0,79,55.048859934853425,44.951140065146575,11.726384364820847,14.983713355048861,57.98045602605863,12.703583061889251,82.08469055374593,8.0,0.0,0.0,0.0
141,140600010101,2019,Regents Common Core English Language Art,177.0,61,58.75706214689266,41.24293785310734,5.084745762711865,8.47457627118644,74.57627118644068,11.299435028248588,88.13559322033898,33.0,0.0,0.0,0.0
142,140600010104,2019,Regents Common Core English Language Art,125.0,72,33.6,66.4,5.6000000000000005,16.0,76.8,1.6,87.2,7.0,0.0,0.0,0.0
143,140600010102,2019,Regents Common Core English Language Art,163.0,87,46.62576687116564,53.37423312883436,50.306748466257666,7.975460122699387,23.31288343558282,14.723926380368098,40.49079754601227,0.0,0.0,0.0,0.0
144,140600010105,2019,Regents Common Core English Language Art,295.0,93,46.101694915254235,53.898305084745765,32.88135593220339,15.593220338983052,35.59322033898305,12.54237288135593,64.0677966101695,4.0,0.0,0.0,0.0
